id,clip_code,sentence,storage_path,created_at,student_id,stimulus_set,sentence_code,condition
38cd3812-215d-4d81-aeb7-600718568154,r14922009_alpha6_c3a,"Hey wait a minute, this one isn't dirty.",/clips/r14922009/alpha6_c3a.wav,2026-06-05 15:28:45.157671+00,r14922009,alpha,alpha6,c3a
3c248004-dd79-4d79-b51f-d803459ef6e0,r12323023_alpha3_c3a,Half the guys out there have makeup on.,/clips/r12323023/alpha3_c3a.wav,2026-06-05 15:28:45.157671+00,r12323023,alpha,alpha3,c3a
3cc16432-f312-4a0d-91bb-0069988e7969,b09207084_alpha3_c3b,Half the guys out there have makeup on.,/clips/b09207084/alpha3_c3b.wav,2026-06-05 15:28:45.157671+00,b09207084,alpha,alpha3,c3b
42107c44-b2c6-43cf-a448-cd78ec6397df,r14922a21_beta1_c3b,There's nothing wrong with speaking correctly.,/clips/r14922a21/beta1_c3b.wav,2026-06-05 15:28:45.157671+00,r14922a21,beta,beta1,c3b
4a59ee3d-6c02-4e1a-b6cc-d4076ae0cfbb,r14525071_alpha3_c2,Half the guys out there have makeup on.,/clips/r14525071/alpha3_c2.wav,2026-06-05 15:28:45.157671+00,r14525071,alpha,alpha3,c2
4a6e2747-ff6e-45d3-8fbc-cfd640ee4f41,r14922a21_alpha2_c3b,I think I shouldn't look directly at them.,/clips/r14922a21/alpha2_c3b.wav,2026-06-05 15:28:45.157671+00,r14922a21,alpha,alpha2,c3b
4ab1f8a0-d110-4567-8bab-d4434bd2e401,r14922009_gamma3_c3b,What is the matter with your hand?,/clips/r14922009/gamma3_c3b.wav,2026-06-05 15:28:45.157671+00,r14922009,gamma,gamma3,c3b
4d068bf2-d479-44ef-ae77-162f00c79bcd,b11901052_gamma4_c2,Of course it's true and it hurts so bad.,/clips/b11901052/gamma4_c2.wav,2026-06-05 15:28:45.157671+00,b11901052,gamma,gamma4,c2
4d54d8e1-6a24-4c36-8514-4fe60593ea13,r12323023_beta5_c3b,I think it's gonna be really hard.,/clips/r12323023/beta5_c3b.wav,2026-06-05 14:54:51.258312+00,r12323023,beta,beta5,c3b
4dced2fa-7fe1-4a6e-ada7-8b92c781320e,r14922a21_beta4_c3b,What kind of discount do we get?,/clips/r14922a21/beta4_c3b.wav,2026-06-05 15:28:45.157671+00,r14922a21,beta,beta4,c3b
50449bc7-d549-4919-b203-2b3ccb67c27b,r14525071_gamma3_c3a,What is the matter with your hand?,/clips/r14525071/gamma3_c3a.wav,2026-06-05 14:54:51.258312+00,r14525071,gamma,gamma3,c3a
50e6e88f-47f3-4b9d-9cd1-3e361478a20b,r12323023_alpha1_c3b,I can't believe this is happening.,/clips/r12323023/alpha1_c3b.wav,2026-06-05 14:54:51.258312+00,r12323023,alpha,alpha1,c3b
51243406-507a-43a6-8cdb-bf95aee2a646,b11901052_alpha6_c3b,"Hey wait a minute, this one isn't dirty.",/clips/b11901052/alpha6_c3b.wav,2026-06-05 15:28:45.157671+00,b11901052,alpha,alpha6,c3b
512df5c1-3bfd-42b4-b162-9ccdb099cb62,r12323023_alpha1_c3a,I can't believe this is happening.,/clips/r12323023/alpha1_c3a.wav,2026-06-05 15:28:45.157671+00,r12323023,alpha,alpha1,c3a
51d00112-67a1-4ce1-8ed7-b7ac3e5940aa,r14922009_alpha4_c3b,Did the girl ever let you ride it?,/clips/r14922009/alpha4_c3b.wav,2026-06-05 14:54:51.258312+00,r14922009,alpha,alpha4,c3b
522ccdd3-374e-41f1-86ce-fe14ef881b2c,r14922009_beta3_c3a,"Wow, I really get crabby when I cook.",/clips/r14922009/beta3_c3a.wav,2026-06-05 14:54:51.258312+00,r14922009,beta,beta3,c3a
53a253a5-1bcd-42d5-bbb2-92e1a02e389e,r14922a21_alpha6_c2,"Hey wait a minute, this one isn't dirty.",/clips/r14922a21/alpha6_c2.wav,2026-06-05 14:54:51.258312+00,r14922a21,alpha,alpha6,c2
53de1ce3-8104-4979-8b05-f176efe8004d,r14922a21_beta3_c3a,"Wow, I really get crabby when I cook.",/clips/r14922a21/beta3_c3a.wav,2026-06-05 14:54:51.258312+00,r14922a21,beta,beta3,c3a
5445a377-412e-43b2-b1a2-dc230f6a04fc,r14922a21_alpha4_c2,Did the girl ever let you ride it?,/clips/r14922a21/alpha4_c2.wav,2026-06-05 14:54:51.258312+00,r14922a21,alpha,alpha4,c2
54cb896f-152e-4dcc-a5ff-a64facd5447a,b09207084_alpha1_c3a,I can't believe this is happening.,/clips/b09207084/alpha1_c3a.wav,2026-06-05 14:54:51.258312+00,b09207084,alpha,alpha1,c3a
55e6915c-8a27-49a2-afab-8e17ba99a626,r14525071_beta2_c3b,Maybe we can put it in the guest bedroom.,/clips/r14525071/beta2_c3b.wav,2026-06-05 15:28:45.157671+00,r14525071,beta,beta2,c3b
5663e6af-5473-4336-b706-3c443daf1c17,b09207084_alpha2_c3a,I think I shouldn't look directly at them.,/clips/b09207084/alpha2_c3a.wav,2026-06-05 15:28:45.157671+00,b09207084,alpha,alpha2,c3a
568bf97a-6085-495b-a3f5-8a6b24e42e57,r14922a21_gamma1_c3a,"His first big kid's bike, this is so exciting!",/clips/r14922a21/gamma1_c3a.wav,2026-06-05 14:54:51.258312+00,r14922a21,gamma,gamma1,c3a
56e264aa-b0d9-4c3a-a93b-9fb4c83df4bb,r14922a21_alpha6_c3a,"Hey wait a minute, this one isn't dirty.",/clips/r14922a21/alpha6_c3a.wav,2026-06-05 14:54:51.258312+00,r14922a21,alpha,alpha6,c3a
56fa95f7-d09e-46bb-a91c-afe04b301da6,r12323023_gamma4_c3a,Of course it's true and it hurts so bad.,/clips/r12323023/gamma4_c3a.wav,2026-06-05 14:54:51.258312+00,r12323023,gamma,gamma4,c3a
57a5b69c-de86-4c3b-9ec5-19573135cde4,b11901052_gamma1_c3b,"His first big kid's bike, this is so exciting!",/clips/b11901052/gamma1_c3b.wav,2026-06-05 15:28:45.157671+00,b11901052,gamma,gamma1,c3b
5951e9c9-b5d4-428b-9b3e-afe702a65524,b09207084_beta4_c3a,What kind of discount do we get?,/clips/b09207084/beta4_c3a.wav,2026-06-05 14:54:51.258312+00,b09207084,beta,beta4,c3a
599cc1ad-c36a-441a-a297-4b39c6592401,r14922a21_gamma5_c2,There's a side of steamed vegetables.,/clips/r14922a21/gamma5_c2.wav,2026-06-05 14:54:51.258312+00,r14922a21,gamma,gamma5,c2
59ca9659-1e93-4381-b94a-924d0de93505,r14525071_beta2_c2,Maybe we can put it in the guest bedroom.,/clips/r14525071/beta2_c2.wav,2026-06-05 14:54:51.258312+00,r14525071,beta,beta2,c2
5a2a07cf-a2d1-4c87-9708-3c2e1abc6074,r14922009_alpha3_c2,Half the guys out there have makeup on.,/clips/r14922009/alpha3_c2.wav,2026-06-05 14:54:51.258312+00,r14922009,alpha,alpha3,c2
5a4edd79-a0dc-4cca-80cb-83de7b14f1d9,r14922a21_beta6_c3b,I've had a really good time tonight.,/clips/r14922a21/beta6_c3b.wav,2026-06-05 14:54:51.258312+00,r14922a21,beta,beta6,c3b
5a6bbad7-7772-44cc-9e23-ae03b7fa1eac,b11901052_gamma4_c3b,Of course it's true and it hurts so bad.,/clips/b11901052/gamma4_c3b.wav,2026-06-05 14:54:51.258312+00,b11901052,gamma,gamma4,c3b
5af66217-ae1f-4f5b-a37e-fad64fc6c121,b11901052_alpha4_c3b,Did the girl ever let you ride it?,/clips/b11901052/alpha4_c3b.wav,2026-06-05 14:54:51.258312+00,b11901052,alpha,alpha4,c3b
5b19f34e-64ea-4d3f-a7a8-284d00b8d377,r12323023_beta5_c3a,I think it's gonna be really hard.,/clips/r12323023/beta5_c3a.wav,2026-06-05 14:54:51.258312+00,r12323023,beta,beta5,c3a
5bbc3eb9-af36-43e9-8129-72a1e13ca456,b09207084_alpha6_c2,"Hey wait a minute, this one isn't dirty.",/clips/b09207084/alpha6_c2.wav,2026-06-05 14:54:51.258312+00,b09207084,alpha,alpha6,c2
5c34e678-c860-4fa5-9f38-cec815b8a49c,r12323023_gamma5_c2,There's a side of steamed vegetables.,/clips/r12323023/gamma5_c2.wav,2026-06-05 14:54:51.258312+00,r12323023,gamma,gamma5,c2
5c3b555d-d281-4ea4-83bb-9526c507574b,b09207084_gamma4_c3b,Of course it's true and it hurts so bad.,/clips/b09207084/gamma4_c3b.wav,2026-06-05 15:28:45.157671+00,b09207084,gamma,gamma4,c3b
5cddeea3-bee8-4fc6-9f37-a98b6a323bb7,b11901052_beta1_c3b,There's nothing wrong with speaking correctly.,/clips/b11901052/beta1_c3b.wav,2026-06-05 14:54:51.258312+00,b11901052,beta,beta1,c3b
5d0077b8-5fbd-4aaa-85a4-d9fe61556d4c,r12323023_alpha2_c3a,I think I shouldn't look directly at them.,/clips/r12323023/alpha2_c3a.wav,2026-06-05 14:54:51.258312+00,r12323023,alpha,alpha2,c3a
5d36f7a8-cc71-4f37-b960-e80f8de33341,r12323023_beta4_c2,What kind of discount do we get?,/clips/r12323023/beta4_c2.wav,2026-06-05 15:28:45.157671+00,r12323023,beta,beta4,c2
5d399579-4646-4dfe-a05a-f887d96f6eae,r14922009_alpha3_c3a,Half the guys out there have makeup on.,/clips/r14922009/alpha3_c3a.wav,2026-06-05 14:54:51.258312+00,r14922009,alpha,alpha3,c3a
5e0ca1d8-a82f-4706-af22-adeee27860b0,r14922a21_gamma1_c3b,"His first big kid's bike, this is so exciting!",/clips/r14922a21/gamma1_c3b.wav,2026-06-05 14:54:51.258312+00,r14922a21,gamma,gamma1,c3b
5e59c0e3-ccc3-42b5-862b-3da5d02381d2,b09207084_alpha2_c2,I think I shouldn't look directly at them.,/clips/b09207084/alpha2_c2.wav,2026-06-05 14:54:51.258312+00,b09207084,alpha,alpha2,c2
5f10101a-bc35-4251-9700-988868e6c31e,r14922009_beta1_c3a,There's nothing wrong with speaking correctly.,/clips/r14922009/beta1_c3a.wav,2026-06-05 15:28:45.157671+00,r14922009,beta,beta1,c3a
5f171d27-f47d-4513-a4f4-a3bf3d23805c,b09207084_beta5_c3b,I think it's gonna be really hard.,/clips/b09207084/beta5_c3b.wav,2026-06-05 14:54:51.258312+00,b09207084,beta,beta5,c3b
608bbce3-62b3-4091-9514-53ea0b102d70,r14922009_beta4_c3b,What kind of discount do we get?,/clips/r14922009/beta4_c3b.wav,2026-06-05 14:54:51.258312+00,r14922009,beta,beta4,c3b
60cde02b-0807-4275-b157-4ae66da5291a,r14922a21_alpha1_c2,I can't believe this is happening.,/clips/r14922a21/alpha1_c2.wav,2026-06-05 15:28:45.157671+00,r14922a21,alpha,alpha1,c2
612a991d-a57d-448b-b736-adf7cc3896ce,b09207084_beta1_c2,There's nothing wrong with speaking correctly.,/clips/b09207084/beta1_c2.wav,2026-06-05 15:28:45.157671+00,b09207084,beta,beta1,c2
618a6c5a-9e73-48d3-b475-8d50278bd5f4,r14922a21_alpha2_c3a,I think I shouldn't look directly at them.,/clips/r14922a21/alpha2_c3a.wav,2026-06-05 15:28:45.157671+00,r14922a21,alpha,alpha2,c3a
62e6d4c9-cca1-46a3-83c6-1e627288796a,r14922009_gamma5_c3b,There's a side of steamed vegetables.,/clips/r14922009/gamma5_c3b.wav,2026-06-05 14:54:51.258312+00,r14922009,gamma,gamma5,c3b
62f36f44-36d1-42c4-91a6-3952e3f4077f,r14922009_alpha1_c2,I can't believe this is happening.,/clips/r14922009/alpha1_c2.wav,2026-06-05 15:28:45.157671+00,r14922009,alpha,alpha1,c2
6321b58b-70a9-4923-a4ec-dc3a104677b1,b09207084_beta2_c2,Maybe we can put it in the guest bedroom.,/clips/b09207084/beta2_c2.wav,2026-06-05 14:54:51.258312+00,b09207084,beta,beta2,c2
6423717c-0df8-41ca-bd9a-c766e3b01ed7,r12323023_gamma3_c3a,What is the matter with your hand?,/clips/r12323023/gamma3_c3a.wav,2026-06-05 15:28:45.157671+00,r12323023,gamma,gamma3,c3a
6424bd79-ce29-45c7-a8c3-3b6fbb03e92c,r14525071_beta4_c2,What kind of discount do we get?,/clips/r14525071/beta4_c2.wav,2026-06-05 14:54:51.258312+00,r14525071,beta,beta4,c2
6442424f-7988-4faf-a757-e8712d8ea6d3,r14922a21_beta4_c3a,What kind of discount do we get?,/clips/r14922a21/beta4_c3a.wav,2026-06-05 15:28:45.157671+00,r14922a21,beta,beta4,c3a
64c35d9f-9737-4af9-a7ce-fbdd3bcd5bc9,r14525071_beta3_c3b,"Wow, I really get crabby when I cook.",/clips/r14525071/beta3_c3b.wav,2026-06-05 14:54:51.258312+00,r14525071,beta,beta3,c3b
64ebc9a8-86ba-4bba-b830-c81bb52ada62,r12323023_beta1_c3b,There's nothing wrong with speaking correctly.,/clips/r12323023/beta1_c3b.wav,2026-06-05 15:28:45.157671+00,r12323023,beta,beta1,c3b
65126ce4-56d9-4c19-8b01-cd1ad180c76f,b11901052_gamma5_c2,There's a side of steamed vegetables.,/clips/b11901052/gamma5_c2.wav,2026-06-05 15:28:45.157671+00,b11901052,gamma,gamma5,c2
654e1442-5571-494b-8709-206ca5909b8d,b09207084_beta2_c3b,Maybe we can put it in the guest bedroom.,/clips/b09207084/beta2_c3b.wav,2026-06-05 14:54:51.258312+00,b09207084,beta,beta2,c3b
65a0d47f-f783-4fac-96d6-e583f3caf5fa,r14525071_alpha2_c2,I think I shouldn't look directly at them.,/clips/r14525071/alpha2_c2.wav,2026-06-05 14:54:51.258312+00,r14525071,alpha,alpha2,c2
662c7207-7cc8-4dee-956e-9a3ebbb0bd74,r14525071_gamma2_c3b,You really think that is what he meant?,/clips/r14525071/gamma2_c3b.wav,2026-06-05 14:54:51.258312+00,r14525071,gamma,gamma2,c3b
665b8049-66cf-4a61-bde5-965cc11d4c47,r14922009_beta2_c3b,Maybe we can put it in the guest bedroom.,/clips/r14922009/beta2_c3b.wav,2026-06-05 14:54:51.258312+00,r14922009,beta,beta2,c3b
66df8160-4398-4d88-adab-3584e4cb903d,r14922009_gamma4_c2,Of course it's true and it hurts so bad.,/clips/r14922009/gamma4_c2.wav,2026-06-05 14:54:51.258312+00,r14922009,gamma,gamma4,c2
674031c1-f81b-41af-8c16-82e82b1ff8a9,r14922a21_gamma6_c3a,Are you going to eat that bread?,/clips/r14922a21/gamma6_c3a.wav,2026-06-05 15:28:45.157671+00,r14922a21,gamma,gamma6,c3a
675cd1f4-7358-4888-a551-2217436b589f,b09207084_alpha4_c2,Did the girl ever let you ride it?,/clips/b09207084/alpha4_c2.wav,2026-06-05 14:54:51.258312+00,b09207084,alpha,alpha4,c2
67f1e02c-4428-4f08-9e4c-1f0cf7d33e32,b09207084_beta1_c3b,There's nothing wrong with speaking correctly.,/clips/b09207084/beta1_c3b.wav,2026-06-05 15:28:45.157671+00,b09207084,beta,beta1,c3b
67fd783e-aa5e-40cc-8f13-6628b9cfdb56,r12323023_alpha2_c2,I think I shouldn't look directly at them.,/clips/r12323023/alpha2_c2.wav,2026-06-05 14:54:51.258312+00,r12323023,alpha,alpha2,c2
680fd1ed-e0b1-4c92-925e-969e80fa8e7a,r14922009_beta3_c3b,"Wow, I really get crabby when I cook.",/clips/r14922009/beta3_c3b.wav,2026-06-05 15:28:45.157671+00,r14922009,beta,beta3,c3b
685c27a3-9582-4592-9cd5-19a5b89c464a,b09207084_beta4_c3b,What kind of discount do we get?,/clips/b09207084/beta4_c3b.wav,2026-06-05 14:54:51.258312+00,b09207084,beta,beta4,c3b
697a3376-b328-43f0-aacb-b2d5d760b5b9,r12323023_beta6_c3a,I've had a really good time tonight.,/clips/r12323023/beta6_c3a.wav,2026-06-05 14:54:51.258312+00,r12323023,beta,beta6,c3a
6981fea5-e686-4fb3-9b5a-0d480147b030,r14922009_beta6_c3a,I've had a really good time tonight.,/clips/r14922009/beta6_c3a.wav,2026-06-05 15:28:45.157671+00,r14922009,beta,beta6,c3a
69b2ed33-e388-4c6b-ba40-af2d9ab3ce0a,r14525071_beta1_c3b,There's nothing wrong with speaking correctly.,/clips/r14525071/beta1_c3b.wav,2026-06-05 14:54:51.258312+00,r14525071,beta,beta1,c3b
6c444ac7-8b88-4235-9f2a-f9dd103f5012,r12323023_beta2_c3b,Maybe we can put it in the guest bedroom.,/clips/r12323023/beta2_c3b.wav,2026-06-05 14:54:51.258312+00,r12323023,beta,beta2,c3b
6cc29ee8-dd00-4ba6-9930-8ee5e48506d5,b11901052_alpha1_c3a,I can't believe this is happening.,/clips/b11901052/alpha1_c3a.wav,2026-06-05 14:54:51.258312+00,b11901052,alpha,alpha1,c3a
6d7daa29-ae04-4a15-8dc9-83b0b148b9f5,r12323023_alpha5_c3a,I never had a bike of my own.,/clips/r12323023/alpha5_c3a.wav,2026-06-05 14:54:51.258312+00,r12323023,alpha,alpha5,c3a
6e811d6c-0033-4bd2-b993-00ec9e387079,r14922a21_beta5_c2,I think it's gonna be really hard.,/clips/r14922a21/beta5_c2.wav,2026-06-05 15:28:45.157671+00,r14922a21,beta,beta5,c2
6effa839-9e2a-4689-931f-7b98ff0de68d,r12323023_gamma6_c3a,Are you going to eat that bread?,/clips/r12323023/gamma6_c3a.wav,2026-06-05 15:28:45.157671+00,r12323023,gamma,gamma6,c3a
6f41fa5e-21a9-4919-bad6-17eddc5d4931,r14525071_beta3_c2,"Wow, I really get crabby when I cook.",/clips/r14525071/beta3_c2.wav,2026-06-05 15:28:45.157671+00,r14525071,beta,beta3,c2
6fa764a8-10da-4a58-960e-ee00473482d5,r12323023_beta4_c3a,What kind of discount do we get?,/clips/r12323023/beta4_c3a.wav,2026-06-05 14:54:51.258312+00,r12323023,beta,beta4,c3a
7023e436-fd4c-4cbd-97aa-7ac707747dc5,r14922009_alpha5_c3a,I never had a bike of my own.,/clips/r14922009/alpha5_c3a.wav,2026-06-05 14:54:51.258312+00,r14922009,alpha,alpha5,c3a
703397de-ac17-4fc0-aa76-f897b56c33a0,r14922a21_beta1_c2,There's nothing wrong with speaking correctly.,/clips/r14922a21/beta1_c2.wav,2026-06-05 15:28:45.157671+00,r14922a21,beta,beta1,c2
709b04bb-b1f4-4ff3-8c56-347134d808ba,r14525071_alpha4_c2,Did the girl ever let you ride it?,/clips/r14525071/alpha4_c2.wav,2026-06-05 14:54:51.258312+00,r14525071,alpha,alpha4,c2
7281e0e3-c6d2-4f87-8b86-855b6b6eef0a,r14922a21_beta3_c3b,"Wow, I really get crabby when I cook.",/clips/r14922a21/beta3_c3b.wav,2026-06-05 14:54:51.258312+00,r14922a21,beta,beta3,c3b
74f5fe32-77a2-4ad4-8256-a3555edb8f63,b09207084_alpha3_c3a,Half the guys out there have makeup on.,/clips/b09207084/alpha3_c3a.wav,2026-06-05 15:28:45.157671+00,b09207084,alpha,alpha3,c3a
75ec4e5d-7fef-43c0-a6dd-2ebc86c31ad7,r12323023_gamma1_c3b,"His first big kid's bike, this is so exciting!",/clips/r12323023/gamma1_c3b.wav,2026-06-05 14:54:51.258312+00,r12323023,gamma,gamma1,c3b
76dafdb2-3e98-4b84-a622-c84fee9fdcec,r14525071_beta1_c3a,There's nothing wrong with speaking correctly.,/clips/r14525071/beta1_c3a.wav,2026-06-05 14:54:51.258312+00,r14525071,beta,beta1,c3a
76f35bd6-f5aa-420f-8c6e-4f260200c2b9,r14525071_beta6_c2,I've had a really good time tonight.,/clips/r14525071/beta6_c2.wav,2026-06-05 15:28:45.157671+00,r14525071,beta,beta6,c2
77d77d7e-aec9-4dd0-b5a9-c577c6b3b1d6,r12323023_alpha1_c2,I can't believe this is happening.,/clips/r12323023/alpha1_c2.wav,2026-06-05 14:54:51.258312+00,r12323023,alpha,alpha1,c2
787eec06-28bc-4985-9d63-39f3b7e2ea62,r14922009_beta5_c3b,I think it's gonna be really hard.,/clips/r14922009/beta5_c3b.wav,2026-06-05 14:54:51.258312+00,r14922009,beta,beta5,c3b
794dbd30-87ba-429c-8335-2fe07b266986,b11901052_alpha2_c2,I think I shouldn't look directly at them.,/clips/b11901052/alpha2_c2.wav,2026-06-05 14:54:51.258312+00,b11901052,alpha,alpha2,c2
795aa0eb-c3c0-4115-b043-f865b202019e,b11901052_gamma4_c3a,Of course it's true and it hurts so bad.,/clips/b11901052/gamma4_c3a.wav,2026-06-05 14:54:51.258312+00,b11901052,gamma,gamma4,c3a
7babc447-b7b9-404c-b691-42d59b84d2c7,b11901052_gamma3_c3a,What is the matter with your hand?,/clips/b11901052/gamma3_c3a.wav,2026-06-05 14:54:51.258312+00,b11901052,gamma,gamma3,c3a
7d3fecba-b701-4aeb-bbbb-d2a9ad3a10ef,r14922a21_alpha3_c3b,Half the guys out there have makeup on.,/clips/r14922a21/alpha3_c3b.wav,2026-06-05 14:54:51.258312+00,r14922a21,alpha,alpha3,c3b
7de0f8f5-42c1-49ba-8e97-3ac80503763c,r12323023_beta3_c3b,"Wow, I really get crabby when I cook.",/clips/r12323023/beta3_c3b.wav,2026-06-05 14:54:51.258312+00,r12323023,beta,beta3,c3b
7e911251-b77f-42c7-9790-b6d3d159cd1a,r14525071_beta3_c3a,"Wow, I really get crabby when I cook.",/clips/r14525071/beta3_c3a.wav,2026-06-05 14:54:51.258312+00,r14525071,beta,beta3,c3a
7f4fe70a-6960-4aa2-9c95-f5be3e312f31,r14922a21_beta4_c2,What kind of discount do we get?,/clips/r14922a21/beta4_c2.wav,2026-06-05 14:54:51.258312+00,r14922a21,beta,beta4,c2
7f57ccc5-3c45-47b0-b5cc-4c7ffb4821a2,r14525071_beta5_c2,I think it's gonna be really hard.,/clips/r14525071/beta5_c2.wav,2026-06-05 14:54:51.258312+00,r14525071,beta,beta5,c2
7fc8442a-a422-4df2-9f7c-0184782681ef,r12323023_gamma5_c3b,There's a side of steamed vegetables.,/clips/r12323023/gamma5_c3b.wav,2026-06-05 14:54:51.258312+00,r12323023,gamma,gamma5,c3b
80792ed4-9217-4c19-9679-8cd43e361f35,b11901052_gamma3_c2,What is the matter with your hand?,/clips/b11901052/gamma3_c2.wav,2026-06-05 14:54:51.258312+00,b11901052,gamma,gamma3,c2
810b5ceb-0104-4591-a72d-5a23bec4ed9e,r14525071_gamma2_c3a,You really think that is what he meant?,/clips/r14525071/gamma2_c3a.wav,2026-06-05 14:54:51.258312+00,r14525071,gamma,gamma2,c3a
811ab44c-90b3-4520-8579-d53712effc13,r12323023_alpha4_c2,Did the girl ever let you ride it?,/clips/r12323023/alpha4_c2.wav,2026-06-05 14:54:51.258312+00,r12323023,alpha,alpha4,c2
81d453b9-3012-41af-8408-2df4d124b8ad,b09207084_gamma5_c3b,There's a side of steamed vegetables.,/clips/b09207084/gamma5_c3b.wav,2026-06-05 14:54:51.258312+00,b09207084,gamma,gamma5,c3b
82309559-b270-41b3-8804-07931878d916,r14922a21_gamma3_c3a,What is the matter with your hand?,/clips/r14922a21/gamma3_c3a.wav,2026-06-05 14:54:51.258312+00,r14922a21,gamma,gamma3,c3a
825b32fe-19a7-484a-9279-78189a0a42ae,r14922009_gamma1_c2,"His first big kid's bike, this is so exciting!",/clips/r14922009/gamma1_c2.wav,2026-06-05 14:54:51.258312+00,r14922009,gamma,gamma1,c2
830534ac-8e26-41a8-97ec-71122a7ad4af,r14525071_beta6_c3b,I've had a really good time tonight.,/clips/r14525071/beta6_c3b.wav,2026-06-05 14:54:51.258312+00,r14525071,beta,beta6,c3b
83542e49-3c86-46e9-896f-76c0a29fe35b,r14922a21_gamma4_c2,Of course it's true and it hurts so bad.,/clips/r14922a21/gamma4_c2.wav,2026-06-05 14:54:51.258312+00,r14922a21,gamma,gamma4,c2
83dd56cb-74e3-4b39-8f65-90bd78c26331,b11901052_alpha3_c2,Half the guys out there have makeup on.,/clips/b11901052/alpha3_c2.wav,2026-06-05 14:54:51.258312+00,b11901052,alpha,alpha3,c2
